year,page,layout,dept_hint,name,is_total,pios,opening,received,total,transferred,replied,rej_s8,rej_s9,rej_s11,rej_s24,rej_other,rej_total,pending,charges_rs,fee_rs,penalty_rs,amount_total_rs,faas,fa_opening,fa_received,fa_total,fa_disposed,fa_rejected,fa_pending,disciplinary,chk_total,chk_disposal,key,canonical,tier
2015,59,W,Home,Tamil Nadu Police Housing Corporation,0,1,,23,23,1,20,,,,,2,,,,,,,1,,3,3,3,,,,1,1,police housing,Tamil Nadu Police Housing Corporation,Body/Corporation
2015,59,W,Home,Tamil Nadu Uniformed Services Recruitment Board,0,1,16,456,472,12,388,8,,,,21,,43,380,,,,1,,29,29,21,6,2,,1,1,uniformed services recruitment board,Tamil Nadu Uniformed Services Recruitment Board,Body/Corporation
2015,59,W,Home,Prisons,0,14,13,2125,2138,610,1443,14,2,5,,33,,31,2995,,,,6,1,81,82,79,1,2,,1,1,prisons,Prisons Department,HOD
2015,59,W,Home,Transport Commissioner,0,129,91,5143,5234,185,4876,8,47,,7,60,,51,25590,,,,62,3,67,70,64,5,1,,1,1,transport commissioner,Transport Commissioner,HOD
2015,59,W,Home,High Court of Madras,0,1,80,1743,1823,262,1450,,,,,,,111,,,,,1,23,554,577,535,,42,,1,1,high court madras,High Court of Madras,Body/Corporation
2015,59,W,Home,"Madurai Bench of Madras High Court, Madurai",0,1,,583,583,73,510,,,,,,,,,,,,1,,,,,,,,1,1,madurai bench madras high court madurai,"Madurai Bench of Madras High Court, Madurai",Body/Corporation
2015,59,W,Home,Government Litigations,0,10,,31,31,3,26,2,,,,,,,,,,,3,3,,3,3,,,,1,1,litigations,Government Litigations,HOD
2015,59,W,Home,Prosecution,0,26,,63,63,13,49,,1,,,,,,,,,,1,,5,5,5,,,,1,1,prosecution,Directorate of Prosecution,HOD
2015,59,W,Home,Fire and Rescue Department,0,41,6,1442,1448,3,1437,1,,1,,4,,2,1184,,,,41,,32,32,31,1,,,1,1,fire rescue services,Fire and Rescue Services Department,HOD
2015,59,W,Home,Forensic Sciences,0,10,3,61,64,7,51,,,,,3,,3,820,,,,10,,7,7,7,,,,1,1,forensic sciences,Forensic Sciences Department,HOD
2015,59,W,Home,Tamil Nadu State Marketing Corporation Limited,0,39,34,873,907,,879,,,,,,,28,,,,,6,,73,73,73,,,,1,1,state marketing,Tamil Nadu State Marketing Corporation Limited,Body/Corporation
2015,59,W,Home,Prohibition and Excise,0,4,,51,51,,51,,,,,,,,,,,,1,,1,1,1,,,,1,1,prohibition excise,Home Department Prohibition and Excise Wing,HOD
2015,59,W,Home,Home Total,1,429,981,68049,69030,5615,59467,1010,67,158,280,817,,1616,716580,,,,255,112,4055,4167,3660,364,143,,1,1,home total,Home Total,HOD
2015,60,W,Housing,"Housing and Urban Development Department, Secretariat",0,8,,246,246,119,117,7,,,,,,3,,,,,1,,31,31,31,,,,1,1,housing urban development secretariat,"Housing and Urban Development Department, Secretariat",Secretariat
2015,60,W,Housing,Tamil Nadu Housing Board,0,21,,674,674,,618,,,,,,,56,,,,,22,,,,,,,,1,1,housing board,Tamil Nadu Housing Board,Body/Corporation
2015,60,W,Housing,Tamil Nadu Slum Clearance Board,0,34,,783,783,,783,,,,,,,,1956,,,,8,,97,97,97,,,,1,1,slum clearance board,Tamil Nadu Slum Clearance Board,Body/Corporation
2015,60,W,Housing,Chennai Metropolitan Development Authority,0,43,,3271,3271,40,3231,,,,,,,,30680,,,,1,,150,150,150,,,,1,1,metropolitan development authority,Chennai Metropolitan Development Authority,Body/Corporation
2015,60,W,Housing,Town and Country Planning,0,55,110,2174,2284,213,2028,1,,,,,,42,85248,,,,42,3,82,85,85,,,,1,1,town country planning,Directorate of Town and Country Planning,HOD
2015,60,W,Housing,Registrar of Co-operative Societies (Housing),0,11,,183,183,84,91,3,,,,,,5,4286,,,,1,,10,10,9,1,,,1,1,registrar co operative societies,Registrar of Co-operative Societies,HOD
2015,60,W,Housing,Tamil Nadu Co-operative Housing Federation,0,1,,50,50,1,44,,,,,,,5,,,,,1,,,,,,,,1,1,co operative housing federation,Tamil Nadu Co-operative Housing Federation,HOD
2015,60,W,Housing,Housing Total,1,173,110,7381,7491,457,6912,11,,,,,,111,122170,,,,76,3,370,373,372,1,,,1,1,housing total,Housing Total,HOD
2015,60,W,Industries,"Industries Department, Secretariat",0,5,,120,120,71,42,7,,,,,,,,,,,4,,7,7,7,,,,1,1,industries secretariat,"Industries Department, Secretariat",Secretariat
2015,60,W,Industries,Commissioner of Geology and Mining,0,43,142,1725,1867,159,1606,12,,2,,10,,78,50293,,,,1,120,181,301,22,,279,,1,1,geology mining,Directorate of Geology and Mining,HOD
2015,60,W,Industries,Department of Sugar,0,1,,171,171,22,149,,,,,,,,1092,,,,1,,,,,,,,1,1,sugar,Tamil Nadu Sugar Corporation,HOD
2015,60,W,Industries,State Industries Promotion Corporation,0,1,11,128,139,31,103,,,,,,,5,860,,,,1,1,10,11,9,,2,,1,1,state industries promotion,State Industries Promotion Corporation of Tamil Nadu,Body/Corporation
2015,60,W,Industries,Tamil Nadu Industrial Development Corporation,0,1,,13,13,2,11,,,,,,,,20,,,,1,,1,1,1,,,,1,1,industrial development,Tamil Nadu Industrial Development Corporation,Body/Corporation
2015,60,W,Industries,"Tamil Nadu Industrial Investment Corporation Ltd.,",0,1,6,90,96,1,91,,,,,,,4,1892,,,,1,1,20,21,21,,,,1,1,industrial investment,"Tamil Nadu Industrial Investment Corporation Ltd.,",Body/Corporation
2015,60,W,Industries,"Tamil Nadu Salt Corporation Ltd.,",0,1,,10,10,,10,,,,,,,,,,,,1,,1,1,1,,,,1,1,salt,"Tamil Nadu Salt Corporation Ltd.,",Body/Corporation
2015,60,W,Industries,"Tamil Nadu Newsprint and Papers Ltd.,",0,2,,70,70,,63,4,,,,3,,,,,,,2,,9,9,1,8,,,1,1,newsprint papers,"Tamil Nadu Newsprint and Papers Ltd.,",Body/Corporation
2015,60,W,Industries,Tamil Nadu Cements Corporation,0,5,,50,50,3,37,6,,,,4,,,,,,,1,,7,7,7,,,,1,1,cements,Tamil Nadu Cements Corporation,Body/Corporation
2015,60,W,Industries,Tamil Nadu Magnesite Corporation,0,1,4,51,55,,53,,,,,,,2,572,,,,1,4,11,15,15,,,,1,1,magnesite,Tamil Nadu Magnesite Limited,Body/Corporation
2015,60,W,Industries,"Tamil Nadu Industrial Explosives Ltd.,",0,1,,5,5,,5,,,,,,,,,,,,1,,,,,,,,1,1,industrial explosives,"Tamil Nadu Industrial Explosives Ltd.,",Body/Corporation
2015,60,W,Industries,"Tamil Nadu Minerals Ltd.,",0,1,,31,31,3,21,,,,,7,,,70,,,,1,,10,10,9,1,,,1,1,minerals,"Tamil Nadu Minerals Ltd.,",Body/Corporation
2015,60,W,Industries,Tamil Nadu Sugar Corporation,0,1,,15,15,7,8,,,,,,,,,,,,1,,,,,,,,1,1,sugar,Tamil Nadu Sugar Corporation,Body/Corporation
2015,60,W,Industries,Industries Total,1,64,163,2479,2642,299,2199,29,,2,,24,,89,54799,,,,17,126,257,383,93,9,281,,1,1,industries total,Industries Total,HOD
2015,61,W,IT,"Information TechnologyDepartment, Secretariat",0,1,,36,36,23,13,,,,,,,,,,,,1,,,,,,,,1,1,information technology secretariat,"Information Technology Department, Secretariat",Secretariat
2015,61,W,IT,"Electronics Corporation of Tamil Nadu Ltd.,",0,1,3,55,58,,56,,,,,,,2,64,,,,1,,3,3,3,,,,1,1,electronics,"Electronics Corporation of Tamil Nadu Ltd.,",Body/Corporation
2015,61,W,IT,e-Governance,0,1,,5,5,,5,,,,,,,,,,,,1,,,,,,,,1,1,e governance,e-Governance,HOD
2015,61,W,IT,Tamil Nadu Arasu Cable TV Corporation Ltd.,0,1,30,313,343,,255,,,,,,,88,,,,,1,,19,19,19,,,,1,1,arasu cable tv,Tamil Nadu Arasu Cable TV Corporation Ltd.,Body/Corporation
2015,61,W,IT,Tamil Virtual Academy,0,1,,2,2,,2,,,,,,,,,,,,1,,2,2,2,,,,1,1,virtual academy,Tamil Virtual Academy,HOD
2015,61,W,IT,IT Total,1,5,33,411,444,23,331,,,,,,,90,64,,,,5,,24,24,24,,,,1,1,it total,IT Total,HOD
2015,61,W,Labour,"Labour and Employment Department, Secretariat",0,7,,358,358,202,149,2,,,,5,,,2083,,,,9,,9,9,8,1,,,1,1,labour employment secretariat,"Labour and Employment Department, Secretariat",Secretariat
2015,61,W,Labour,Labour Department,0,493,5,1853,1858,145,1549,,,,,139,,25,14897,,,,48,3,126,129,122,6,1,,1,1,labour,Labour Department,HOD
2015,61,W,Labour,Director of Industrial Safety and Health,0,66,17,624,641,75,565,1,,,,,,,,,,,36,,35,35,17,18,,,1,1,industrial safety health,Directorate of Industrial Safety and Health,HOD
2015,61,W,Labour,Director of Employment and Training- Employment wing,0,48,61,2504,2565,117,2052,29,,2,,19,,346,17414,,,,5,16,126,142,80,1,61,,1,1,employment training employment wing,Commissionerate of Employment and Training (Employment wing),HOD
2015,61,W,Labour,Director of Employment and Training- Training Wing,0,94,1,236,237,1,235,,,,,,,1,3862,,,,6,1,20,21,21,,,,1,1,employment training training,Commissionerate of Employment and Training (Training),HOD
2015,61,W,Labour,"Overseas Manpower Corporation Ltd.,",0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,overseas manpower,"Overseas Manpower Corporation Ltd.,",Body/Corporation
2015,61,W,Labour,Tamil Nadu Labour Welfare Board,0,1,,34,34,2,32,,,,,,,,,,,,1,,,,,,,,1,1,labour welfare board,Tamil Nadu Labour Welfare Board,Body/Corporation
2015,61,W,Labour,Tamil Nadu Construction Workers Welfare Board,0,33,,143,143,,142,,,,,,,1,,,,,1,,25,25,24,,1,,1,1,construction workers welfare board,Tamil Nadu Construction Workers Welfare Board,Body/Corporation
2015,61,W,Labour,Tamil Nadu Manual Workers Social Security and Welfare Board,0,1,,91,91,51,37,,,,3,,,,,,,,1,,20,20,20,,,,1,1,manual workers social security welfare board,Tamil Nadu Manual Workers Social Security and Welfare Board,Body/Corporation
2015,61,W,Labour,Tamil Nadu Institute of Labour Studies,0,1,,11,11,,11,,,,,,,,448,,,,1,,4,4,4,,,,1,1,institute labour studies,Tamil Nadu Institute of Labour Studies,Body/Corporation
2015,61,W,Labour,Tamil Nadu Silk Development Corporation,0,1,,9,9,,9,,,,,,,,,,,,1,,,,,,,,1,1,silk development,Tamil Nadu Silk Development Corporation,Body/Corporation
2015,61,W,Labour,Labour Total,1,746,84,5864,5948,593,4782,32,,2,3,163,,373,38704,,,,110,20,365,385,296,26,63,,1,1,labour total,Labour Total,HOD
2015,62,W,Law,"LawDepartment, Secretariat",0,1,,265,265,104,141,,,,,20,,,212,,,,1,,17,17,4,13,,,1,1,lawdepartment secretariat,"LawDepartment, Secretariat",Secretariat
2015,62,W,Law,Legal Studies,0,1,,66,66,2,64,,,,,,,,,,,,1,,,,,,,,1,1,legal studies,Directorate of Legal Studies,HOD
2015,62,W,Law,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",0,1,2,113,115,3,112,,,,,,,,84,,,,1,2,23,25,24,,1,,1,1,dr ambedkar law university,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",Body/Corporation
2015,62,W,Law,"The Tamil Nadu National Law School, Tiruchirappalli.",0,1,,9,9,,9,,,,,,,,,,,,1,,2,2,2,,,,1,1,national law school tiruchirappalli,"The Tamil Nadu National Law School, Tiruchirappalli.",HOD
2015,62,W,Law,Law Total,1,4,2,453,455,109,326,,,,,20,,,296,,,,4,2,42,44,30,13,1,,1,1,law total,Law Total,HOD
2015,62,W,MSME,"Micro, Small and Medium EnterprisesDepartment, Secretariat",0,3,,58,58,37,21,,,,,,,,614,,,,1,,,,,,,,1,1,micro small medium enterprises secretariat,"Micro, Small and Medium Enterprises Department, Secretariat",Secretariat
2015,62,W,MSME,Industries and Commerce,0,37,,230,230,,230,,,,,,,,,,,,33,,6,6,6,,,,1,1,industries commerce,Commissionerate of Industries and Commerce,HOD
2015,62,W,MSME,Tamil Nadu Small Industries Development Corporation,0,1,9,96,105,1,92,4,,,,,,8,407,,,,1,3,5,8,7,,1,,1,1,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2015,62,W,MSME,Tamil Nadu Small Industries Corporation Limited,0,5,,10,10,,6,4,,,,,,,,,,,1,,,,,,,,1,1,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2015,62,W,MSME,Entrepreneurship Development Institute,0,1,,9,9,,9,,,,,,,,,,,,1,,,,,,,,1,1,entrepreneurship development innovation institute,Tamil Nadu Entrepreneurship Development and Innovation Institute,Body/Corporation
2015,62,W,MSME,MSME Total,1,47,9,403,412,38,358,8,,,,,,8,1021,,,,37,3,11,14,13,,1,,1,1,msme total,MSME Total,HOD
2015,62,W,MAWS,"Municipal Administration and Water Supply Department, Secretariat",0,8,,539,539,404,129,,,,,6,,,,,,,6,,29,29,28,1,,,1,1,municipal administration water supply secretariat,"Municipal Administration and Water Supply Department, Secretariat",Secretariat
2015,62,W,MAWS,Municipal Administration,0,4,,865,865,251,601,,,,,13,,,,,,,1,,61,61,61,,,,1,1,municipal administration water supply secretariat,"Municipal Administration and Water Supply Department, Secretariat",HOD
2015,62,W,MAWS,Chennai Metropolitan Water Supply and Sewerage Board,0,36,4,807,811,51,743,4,,,,,,13,3069,,,,17,4,89,93,93,,,,1,1,metropolitan water supply sewerage board,Chennai Metropolitan Water Supply and Sewerage Board,Body/Corporation
2015,62,W,MAWS,Greater Chennai Corporation,0,71,683,7062,7745,1086,5969,15,,8,,38,,629,2960,,,,38,15,578,593,558,1,34,,1,1,greater,Greater Chennai Corporation,Body/Corporation
2015,62,W,MAWS,Town Panchayats,0,529,60,9013,9073,581,8425,23,,2,,4,,38,7885,,,,18,,897,897,874,8,15,,1,1,town panchayats,Directorate of Town Panchayats,HOD
2015,62,W,MAWS,Tamil Nadu Water Supply and Drainage Board,0,32,15,716,731,20,695,1,,,,,,15,5363,,,,32,,83,83,82,1,,,1,1,water supply drainage board,Tamil Nadu Water Supply and Drainage Board,Body/Corporation
2015,62,W,MAWS,MAWS Total,1,680,762,19002,19764,2393,16562,43,,10,,61,,695,19277,,,,112,19,1737,1756,1696,11,49,,1,1,maws total,MAWS Total,HOD
2015,63,W,P&AR,"Personnel and Administrative ReformsDepartment, Secretariat",0,15,,1843,1843,403,1392,7,,,,41,,,12608,,,,10,,81,81,65,16,,,1,1,personnel administrative reforms secretariat,"Personnel and Administrative Reforms Department, Secretariat",Secretariat
2015,63,W,P&AR,Tamil Nadu Public Service Commission,0,31,72,1393,1465,33,1260,,,,,72,,100,1180,,,,5,10,262,272,242,8,22,,1,1,public service commission,Tamil Nadu Public Service Commission,Body/Corporation
2015,63,W,P&AR,Vigilance and Anti Corruption,0,1,25,407,432,126,194,13,,1,72,11,,15,,,,,1,4,51,55,42,11,2,,1,1,vigilance anti corruption,Directorate of Vigilance and Anti Corruption,HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Chennai",0,1,,15,15,,15,,,,,,,,,,,,1,,3,3,3,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Tiruchirappalli",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Madurai",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Coimbatore",0,1,,4,4,,4,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Tirunelvell",0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,"Commissioner for Disciplinary Proceedings, Nagarcoil",0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2015,63,W,P&AR,Director General of Training,0,1,,3,3,3,,,,,,,,,,,,,1,,,,,,,,1,,director general training,Director General of Training,HOD
2015,63,W,P&AR,A & B wing foundational course Training Institute,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,a b wing foundational course training institute,A & B wing foundational course Training Institute,Body/Corporation
2015,63,W,P&AR,All India Civil Services Coaching Centre,0,1,,7,7,,7,,,,,,,,,,,,1,,,,,,,,1,1,all india civil services coaching centre,All India Civil Services Coaching Centre,HOD
2015,63,W,P&AR,Civil Service Training Institute,0,1,,27,27,,27,,,,,,,,,,,,1,,,,,,,,1,1,civil service training institute,Civil Service Training Institute,Body/Corporation
2015,63,W,P&AR,Anna Institute of management,0,1,,7,7,2,5,,,,,,,,56,,,,1,,,,,,,,1,1,anna institute management,Anna Institute of management,Body/Corporation
2015,63,W,P&AR,Vigilance Commission,0,2,,44,44,44,,,,,,,,,,,,,1,,1,1,1,,,,1,,vigilance commission,Vigilance Commission,Body/Corporation
2015,63,W,P&AR,P&AR Total,1,60,97,3752,3849,611,2906,20,,1,72,124,,115,13844,,,,28,14,398,412,353,35,24,,1,1,p ar total,P&AR Total,HOD
2015,64,W,Planning,"Planning, Development and Special Initiatives Department, Secretariat",0,1,,32,32,19,13,,,,,,,,,,,,1,,2,2,2,,,,1,1,planning development special initiatives secretariat,"Planning, Development and Special Initiatives Department, Secretariat",Secretariat
2015,64,W,Planning,Evaluation and Applied Research,0,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,evaluation applied research,Directorate of Evaluation and Applied Research,HOD
2015,64,W,Planning,Economics and Statistics,0,43,,83,83,1,79,,,,,3,,,6420,,,,3,,6,6,6,,,,1,1,economics statistics,Economics and Statistics,HOD
2015,64,W,Planning,State Planning Commission,0,1,,4,4,,4,,,,,,,,,,,,1,,,,,,,,1,1,state planning commission,State Planning Commission,Body/Corporation
2015,64,W,Planning,Hill Area Development and Programme,0,1,,7,7,1,6,,,,,,,,,,,,1,,,,,,,,1,1,special area development programme,Special Area Development and Programme,HOD
2015,64,W,Planning,Planning Total,1,48,,126,126,21,102,,,,,3,,,6420,,,,7,,8,8,8,,,,1,1,planning total,Planning Total,HOD
2015,64,W,Public,"Public Department, Secretariat",0,21,1,3543,3544,2584,320,1,7,,,631,,1,68,,,,8,,59,59,56,3,,,1,1,public secretariat,"Public Department, Secretariat",Secretariat
2015,64,W,Public,Governor’s Secretariat,0,1,1,176,177,65,96,,,,,16,,,2592,,,,1,,23,23,1,22,,,1,1,governor s secretariat,Governor’s Secretariat,Secretariat
2015,64,W,Public,"Governor’s House Hold, Raj Bhavan",0,1,,6,6,2,4,,,,,,,,,,,,1,,,,,,,,1,1,governor s house hold raj bhavan,"Governor’s House Hold Office, Raj Bhavan",HOD
2015,64,W,Public,State Human Rights Commission,0,1,,496,496,62,427,3,,4,,,,,,,,,1,,18,18,1,17,,,1,1,state human rights commission,State Human Rights Commission,Body/Corporation
2015,64,W,Public,"State Guest House, Chepauk, Chennai–5",0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,state guest house,State Guest House,HOD
2015,64,W,Public,"Tamil Nadu House, New Delhi",0,1,,4,4,,4,,,,,,,,2896,,,,1,,,,,,,,1,1,house new delhi,"Tamil Nadu House, New Delhi",HOD
2015,64,W,Public,"Tamizhagam Guest House, Udhagmandalam",0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,tamizhagam guest house udhagmandalam,"Tamizhagam Guest House, Udhagmandalam",HOD
2015,64,W,Public,Tamil Nadu Ex-Servicemen Corporation,0,1,,20,20,,20,,,,,,,,,,,,1,,,,,,,,1,1,ex servicemen,Tamil Nadu Ex-Servicemen Corporation,Body/Corporation
2015,64,W,Public,Directorate of Ex-servicemen’s Welfare,0,30,,102,102,5,92,,,1,,4,,,,,,,30,,,,,,,,1,1,ex servicemen,Tamil Nadu Ex-Servicemen Corporation,HOD
2015,64,W,Public,Public Total,1,58,2,4349,4351,2718,965,4,7,5,,651,,1,5556,,,,45,,100,100,58,42,,,1,1,public total,Public Total,HOD
2015,65,W,PWD,"Public Works Department, Secretariat",0,9,5,320,325,222,87,6,,,,5,,5,325,,,,15,,24,24,6,18,,,1,1,public works secretariat,"Public Works Department, Secretariat",Secretariat
2015,65,W,PWD,Buildings,0,67,18,735,753,84,637,,4,,,3,,25,1435,,,,67,,117,117,109,3,5,,1,1,buildings,Buildings,HOD
2015,65,W,PWD,WRD,0,1,,436,436,207,229,,,,,,,,,,,,1,,19,19,19,,,,1,1,wrd,WRD,HOD
2015,65,W,PWD,Chennai Region,0,41,,573,573,12,545,,,,,,,16,28,,,,5,,12,12,12,,,,1,1,region,Chennai Region,HOD
2015,65,W,PWD,Trichy Region,0,18,,940,940,,940,,,,,,,,,,,,10,,15,15,15,,,,1,1,chief engineer trichy region,Chief Engineer Trichy Region,HOD
2015,65,W,PWD,Madurai Region,0,38,,816,816,,816,,,,,,,,,,,,7,,10,10,10,,,,1,1,water resources madurai region,"Water Resources Department, Madurai Region",HOD
2015,65,W,PWD,Coimbatore Region,0,14,,762,762,13,744,,,,,,,5,9116,,,,5,,7,7,7,,,,1,1,water resources coimbatore region,"Water Resources Department, Coimbatore Region",HOD
2015,65,W,PWD,Design Research,0,3,,2,2,,2,,,,,,,,,,,,7,,,,,,,,1,1,design research construction support,Design Research and Construction Support Department,HOD
2015,65,W,PWD,Plan Formuation,0,74,,34,34,,33,,,,,,,1,,,,,63,,,,,,,,1,1,plan formulation,Plan Formulation Department,HOD
2015,65,W,PWD,O&M,0,5,,15,15,,15,,,,,,,,,,,,5,,,,,,,,1,1,o m,O&M,HOD
2015,65,W,PWD,SGSWRDC,0,13,,87,87,7,80,,,,,,,,,,,,6,,2,2,2,,,,1,1,sgswrdc,SGSWRDC,HOD
2015,65,W,PWD,Inst. for Water Studies,0,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,institute for water studies,Institute for Water Studies,HOD
2015,65,W,PWD,Irrigation Trg,0,1,,3,3,,2,,,,,1,,,,,,,1,,,,,,,,1,1,irrigation trg,Irrigation Trg,HOD
2015,65,W,PWD,Cauvery Tech Cell,0,,,11,11,,8,,3,,,,,,260,,,,1,,,,,,,,1,1,cauvery technical cell,Cauvery Technical Cell,HOD
2015,65,W,PWD,Dir of Boilers,0,9,,4,4,,4,,,,,,,,,,,,1,,,,,,,,1,1,dir boilers,Dir of Boilers,HOD
2015,65,W,PWD,PWD Total,1,294,23,4738,4761,545,4142,6,7,,,9,,52,11164,,,,199,,206,206,180,21,5,,1,1,pwd total,PWD Total,HOD
2015,65,W,Revenue,"Revenue Department, Secretariat",0,14,,1620,1620,1119,445,,,,,56,,,480,,,,6,,169,169,161,8,,,1,1,revenue secretariat,"Revenue Department, Secretariat",Secretariat
2015,65,W,Revenue,Land Administration,0,5,,717,717,514,203,,,,,,,,18,,,,3,,5,5,5,,,,1,1,land administration,Commissionerate of Land Administration,HOD
2015,65,W,Revenue,Survey and Settlement,0,78,215,8718,8933,4739,3864,122,,,,,,208,155734,,,,53,10,93,103,78,6,19,,1,1,survey settlement,Survey and Settlement,HOD
2015,65,W,Revenue,Urban Land Ceiling and Urban Land Tax,0,8,,310,310,5,305,,,,,,,,504,,,,1,,3,3,3,,,,1,1,urban land ceiling urban land tax,Commissionerate of Urban Land Ceiling and Urban Land Tax,HOD
2015,65,W,Revenue,Revenue Administration Disaster Management and Mitigation,0,603,3722,109462,113184,35692,69052,1179,78,200,12,2152,,4819,33815,,,,407,487,9249,9736,8553,727,456,,1,1,revenue administration disaster management mitigation,Revenue Administration Disaster Management and Mitigation,HOD
2015,65,W,Revenue,Land Reforms,0,2,,166,166,18,148,,,,,,,,1660,,,,1,,,,,,,,1,1,land reforms,Commissionerate of Land Reforms,HOD
2015,65,W,Revenue,Revenue Total,1,710,3937,120993,124930,42087,74017,1301,78,200,12,2208,,5027,192211,,,,471,497,9519,10016,8800,741,475,,1,1,revenue total,Revenue Total,HOD
2015,66,W,RD,Rural Development and Panchayat Raj Secretariat,0,9,1,532,533,378,152,,,,,3,,,674,,,,5,,38,38,37,1,,,1,1,rural development panchayat raj secretariat,"Rural Development and Panchayat Raj Department, Secretariat",Secretariat
